"All Inlinks"
"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/lecznicza-moc-natury/","390361","","LECZNICZA MOC NATURY","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/lecznicza-moc-natury/","390361","","wyciągów roślin leczniczych","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/lecznicza-moc-natury/","390361","","Skład leku Iberogast®","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/faq/","http://www.iberogast.pl/pl/lecznicza-moc-natury/","390361","","LECZNICZA MOC NATURY","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.iberogast.pl/pl/lecznicza-moc-natury/","390361","","LECZNICZA MOC NATURY","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.iberogast.pl/pl/lecznicza-moc-natury/","390361","","LECZNICZA MOC NATURY","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/pl/lecznicza-moc-natury/","390361","","LECZNICZA MOC NATURY","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/pl/lecznicza-moc-natury/","390361","","Lecznicza moc natury","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.iberogast.pl/pl/lecznicza-moc-natury/","390361","","LECZNICZA MOC NATURY","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/imprint/","http://www.iberogast.pl/pl/lecznicza-moc-natury/","390361","","LECZNICZA MOC NATURY","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/ulotka/","http://www.iberogast.pl/pl/lecznicza-moc-natury/","390361","","LECZNICZA MOC NATURY","200","OK","true"
"CSS","http://www.iberogast.pl/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/iberogast/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/historia/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/faq/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/warunki-ogolne/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/mapa-strony/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/imprint/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/ulotka/","http://s2.bayer.com/cookieconsent-bayer/3.0.4a/cookieConsent.bayer.css?24548","345","","","200","OK","true"
"AHREF","http://www.iberogast.pl/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","Zespół Jelita Drażliwego – Więcej","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","DOWIEDZ SIĘ WIĘCEJ","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO – WIĘCEJ","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","DYSPEPSJA CZYNNOŚCIOWA – WIĘCEJ","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","Iberogast naturalny i skuteczny lek na wiele dolegliwości trawiennych włączając Zespół Jelita Drażliwego","Zespół Jelita Drażliwego","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","Zespół Jelita Wrażliwego – Więcej","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","Do góry","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","niestrawność (dyspepsja) czynnościowa1.","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","Dyspepsja czynnościowa","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","zaburzenia czynnościowe przewodu pokarmowego","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","Iberogast naturalny i skuteczny lek na wiele dolegliwości trawiennych włączając Zespół Jelita Drażliwego","Zespół Jelita Drażliwego","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","Zespół Jelita Wrażliwego – Więcej","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","czynnościowym","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","zespół jelita nadwrażliwego","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","dyspepsja czynnościowa","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","zespół jelita drażliwego (nadwrażliwego)","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","niestrawność, czyli dyspepsję czynnościową","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","Iberogast naturalny i skuteczny lek na wiele dolegliwości trawiennych włączając Zespół Jelita Drażliwego","Zespół Jelita Drażliwego","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","Zespół Jelita Wrażliwego – Więcej","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","dyspepsji czynnościowej","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","zespołu jelita drażliwego","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","zespołu jelita drażliwego","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","niestrawności czynnościowej","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","Iberogast naturalny i skuteczny lek na wiele dolegliwości trawiennych włączając Zespół Jelita Drażliwego","Zespół Jelita Drażliwego","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","Zespół Jelita Wrażliwego – Więcej","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/faq/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","Zespół jelita drażliwego","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/imprint/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/ulotka/","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","91148","","ZESPÓŁ JELITA DRAŻLIWEGO","200","OK","true"
"JS","http://www.iberogast.pl/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/iberogast/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/historia/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/faq/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/warunki-ogolne/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/mapa-strony/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/imprint/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/ulotka/","http://s3.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.js","6510","","","200","OK","true"
"CSS","http://www.iberogast.pl/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/faq/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/imprint/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/ulotka/","http://www.iberogast.pl/static/css/style.css","70884","","","200","OK","true"
"AHREF","http://www.iberogast.pl/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/iberogast/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/iberogast/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/faq/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/faq/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/imprint/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/imprint/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/ulotka/","http://www.bayer.com/","0","Bayer Logo","","302","Moved Temporarily","true"
"AHREF","http://www.iberogast.pl/pl/ulotka/","http://www.bayer.com/","0","","» Bayer Global","302","Moved Temporarily","true"
"IMG","http://www.iberogast.pl/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/faq/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/imprint/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/ulotka/","http://www.iberogast.pl/static/media/images/iberogast/LOGO-Bayer.jpg","2440","Bayer Logo","","200","OK","true"
"AHREF","http://www.iberogast.pl/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
